rainfall,soil_moisture,slope_angle,vibration,pore_water_pressure,temperature,risk_score,risk_level
11.42,69.06,28.83,0.219,0.0,25.9,16.1,Safe
33.03,57.69,28.86,0.68,12.93,29.2,23.6,Safe
12.41,60.36,21.38,0.075,22.2,23.5,12.9,Safe
44.53,49.09,27.38,0.328,9.63,21.8,17.1,Safe
46.51,62.43,32.57,0.013,10.87,21.9,20.0,Safe
25.84,48.53,31.09,0.133,9.39,27.5,14.3,Safe
33.25,73.65,28.19,0.224,19.25,19.0,18.0,Safe
3.33,68.11,21.22,0.027,12.64,20.4,7.6,Safe
49.59,48.79,29.02,0.275,25.32,23.7,20.0,Safe
45.65,63.48,43.35,0.13,22.41,22.5,40.8,Watch
52.25,80.74,33.16,1.727,19.2,25.9,42.3,Watch
57.3,63.99,28.72,0.349,19.82,19.0,18.9,Safe
16.64,57.01,29.14,0.098,13.42,22.8,14.4,Safe
48.32,50.72,36.63,0.038,13.42,22.4,26.2,Safe
57.19,50.95,29.07,0.015,22.27,19.8,18.8,Safe
12.58,69.28,38.92,0.033,23.48,25.6,29.5,Safe
32.43,61.53,49.68,0.399,22.21,22.7,41.9,Watch
29.55,62.19,21.24,0.676,15.18,22.6,13.6,Safe
47.83,61.56,25.06,0.06,15.65,20.5,15.3,Safe
0.0,63.88,25.37,0.18,12.41,21.9,13.1,Safe
62.24,55.18,33.41,0.153,22.61,19.9,31.5,Safe
33.31,67.53,21.24,0.362,6.23,25.6,14.6,Safe
48.74,53.62,34.33,0.071,4.77,26.1,20.0,Safe
34.1,58.95,47.87,1.073,5.97,28.0,48.8,Watch
42.38,73.09,20.35,0.456,5.14,24.3,16.0,Safe
0.18,68.01,30.95,1.086,26.14,22.0,22.2,Safe
29.23,70.49,42.83,0.114,22.72,21.6,34.4,Safe
47.72,82.2,24.63,0.31,10.81,24.5,23.6,Safe
39.33,64.52,22.33,0.461,17.36,23.6,17.2,Safe
10.45,65.17,38.92,0.434,26.79,22.5,35.0,Safe
35.92,62.89,20.3,0.01,21.0,22.2,13.2,Safe
22.72,61.45,44.05,2.23,30.69,26.5,43.8,Watch
21.42,56.92,22.01,0.921,17.31,21.7,13.3,Safe
12.19,65.67,35.73,0.045,14.07,27.0,24.8,Safe
44.28,67.84,42.2,0.275,11.51,23.5,31.9,Safe
51.7,68.29,27.26,0.132,18.14,21.9,24.5,Safe
66.8,65.51,23.11,0.739,23.62,20.6,19.4,Safe
12.89,72.41,25.27,0.419,18.59,22.5,19.1,Safe
46.51,65.24,45.64,0.089,15.85,24.5,42.6,Watch
47.5,61.73,41.17,0.012,25.54,21.9,43.9,Watch
26.29,57.58,25.94,0.121,21.17,25.6,15.4,Safe
21.24,52.61,41.48,0.014,17.32,21.7,27.6,Safe
18.71,76.68,41.26,0.053,13.4,22.6,36.2,Watch
27.09,59.41,49.93,0.354,16.47,19.1,40.9,Watch
38.04,57.59,31.75,0.478,20.84,24.7,22.8,Safe
55.4,61.66,45.95,0.221,13.32,22.2,43.5,Watch
51.58,62.77,33.39,0.321,10.6,27.7,28.3,Safe
10.77,78.11,46.93,0.059,15.12,25.1,43.3,Watch
23.17,62.37,22.75,0.133,17.7,23.3,11.3,Safe
54.49,86.07,25.26,0.437,26.18,26.7,27.2,Safe
24.03,65.51,45.5,0.159,11.04,24.2,33.0,Safe
34.15,81.46,44.58,0.15,19.36,26.0,49.8,Watch
9.42,72.15,29.16,0.075,16.33,20.4,18.8,Safe
52.3,67.89,37.9,0.316,16.63,24.4,35.2,Watch
6.31,77.62,31.48,0.58,27.24,24.5,33.0,Safe
10.36,73.98,20.31,0.222,18.49,18.4,12.3,Safe
50.76,70.08,20.78,0.043,12.52,27.5,14.7,Safe
63.8,83.54,21.63,0.638,23.33,19.5,30.3,Safe
30.64,61.01,37.82,0.026,22.89,19.1,30.5,Safe
34.3,57.04,28.38,0.223,11.99,14.5,14.7,Safe
48.62,59.59,24.32,0.106,10.84,24.4,15.1,Safe
39.34,79.02,48.23,0.964,20.46,18.1,53.3,Watch
29.4,76.61,23.64,0.468,17.8,21.4,21.6,Safe
27.72,60.8,40.22,0.292,15.18,25.5,28.8,Safe
11.5,46.16,46.82,0.386,24.34,23.6,31.5,Safe
38.49,63.35,24.91,0.266,14.45,21.1,14.3,Safe
33.62,56.89,26.44,0.056,20.53,18.2,19.8,Safe
28.43,61.05,37.21,0.432,25.05,22.7,29.6,Safe
19.97,56.56,35.25,0.238,15.97,25.6,25.3,Safe
21.49,52.12,35.63,0.352,7.03,25.1,22.5,Safe
44.28,80.07,36.64,0.016,15.58,28.4,41.2,Watch
48.22,59.53,48.5,0.054,19.14,21.0,41.9,Watch
30.09,76.3,21.62,0.312,24.02,19.0,19.5,Safe
28.51,63.23,42.81,0.215,14.87,23.9,32.0,Safe
22.2,55.95,26.98,0.09,28.34,23.6,18.0,Safe
49.05,69.07,31.21,0.096,10.21,23.0,25.9,Safe
35.46,61.87,22.68,0.35,18.98,20.8,18.3,Safe
40.52,63.34,33.37,0.021,16.57,15.0,23.5,Safe
40.38,66.16,44.13,0.199,26.08,20.0,41.4,Watch
30.38,58.5,22.96,0.259,9.16,24.7,14.2,Safe
17.52,52.03,28.27,0.129,20.55,23.9,17.3,Safe
20.06,64.59,31.19,0.601,16.53,25.9,24.2,Safe
51.92,72.71,23.12,0.02,27.17,24.0,19.7,Safe
24.11,57.79,42.87,0.703,13.03,25.2,37.0,Watch
28.84,66.23,43.61,0.45,20.49,25.3,42.5,Watch
17.98,77.04,45.08,0.207,12.97,23.1,41.9,Watch
16.76,64.28,37.52,0.904,19.13,23.1,33.8,Safe
23.46,65.69,35.22,0.424,15.78,14.3,25.1,Safe
60.33,65.44,27.88,0.936,15.69,21.0,24.3,Safe
44.87,59.54,39.65,0.224,6.08,21.2,30.8,Safe
27.1,57.05,33.34,0.211,20.49,22.7,22.9,Safe
51.24,57.09,49.12,0.265,11.51,20.2,41.7,Watch
32.72,67.95,49.05,0.024,11.3,25.8,37.0,Watch
55.32,71.06,47.16,0.837,8.67,20.4,45.2,Watch
68.18,71.44,30.8,0.386,11.66,26.3,29.0,Safe
50.42,61.97,31.04,0.336,21.0,20.1,27.0,Safe
36.42,73.75,45.58,0.913,20.71,21.2,45.3,Watch
45.49,67.46,41.87,1.77,21.98,21.0,48.3,Watch
60.08,91.2,50.09,1.001,40.15,20.9,85.1,Critical
93.57,77.7,38.9,0.682,41.38,22.6,57.3,Watch
63.46,84.65,39.95,0.286,23.06,25.7,53.6,Watch
63.97,76.32,47.23,0.371,18.58,22.1,56.8,Watch
55.16,92.33,44.17,0.076,29.13,24.2,60.1,Warning
64.8,75.76,39.63,0.312,35.63,23.3,51.0,Watch
74.33,84.3,35.71,2.725,25.4,20.0,56.6,Watch
65.7,91.36,41.37,0.533,20.86,19.3,50.2,Watch
66.99,74.82,42.74,0.514,37.07,25.2,49.0,Watch
90.32,85.57,43.88,0.794,29.58,14.0,60.0,Warning
75.47,76.04,43.31,0.53,36.36,20.0,56.9,Watch
46.98,95.97,43.58,0.351,32.11,17.8,60.2,Warning
68.29,70.65,40.47,0.12,30.84,25.2,40.8,Watch
59.23,72.9,42.36,0.796,31.55,26.1,44.3,Watch
80.42,75.27,36.35,1.106,29.49,19.8,44.8,Watch
72.06,75.46,33.48,2.052,28.79,30.3,49.0,Watch
92.61,85.13,43.35,0.01,24.29,26.1,58.4,Watch
55.2,92.8,31.03,0.055,35.38,22.6,38.1,Watch
66.15,88.93,31.43,1.837,40.73,26.5,50.5,Watch
48.72,83.4,35.44,0.798,28.5,20.1,45.4,Watch
69.16,82.06,34.28,2.534,45.06,21.2,54.3,Watch
39.27,78.36,38.23,0.451,34.64,23.4,42.0,Watch
76.43,84.35,38.17,0.431,33.81,19.9,56.1,Watch
68.89,80.75,32.57,0.338,36.59,18.1,42.2,Watch
73.1,83.14,35.42,0.123,38.83,19.2,43.9,Watch
85.76,77.55,30.1,0.381,28.82,21.4,32.9,Safe
74.5,74.79,37.72,0.012,35.88,23.4,39.5,Watch
44.46,82.15,47.52,0.57,39.33,21.0,63.2,Warning
58.88,82.02,35.86,1.503,29.34,17.1,50.4,Watch
68.4,78.42,44.15,0.31,32.03,23.4,51.1,Watch
63.44,77.4,32.16,0.08,26.63,25.8,32.1,Safe
65.88,85.35,30.27,2.912,28.55,20.0,53.7,Watch
102.43,84.73,40.96,0.11,29.55,27.0,58.4,Watch
72.01,93.26,40.15,0.602,25.67,24.6,57.8,Watch
77.65,90.29,34.21,1.325,31.56,18.8,50.4,Watch
29.82,74.84,36.3,0.233,34.32,20.1,35.2,Watch
84.92,80.86,30.67,1.474,35.0,21.1,40.2,Watch
127.04,73.81,47.55,0.651,26.34,21.4,64.4,Warning
96.91,70.96,36.63,0.323,27.76,14.7,33.9,Safe
61.2,95.17,34.83,1.606,37.96,19.7,55.7,Watch
115.62,90.88,47.7,0.778,27.74,20.3,79.4,Warning
70.55,78.22,30.86,0.764,37.77,27.7,35.2,Watch
76.13,89.46,36.26,0.561,26.87,22.7,52.3,Watch
64.65,90.35,35.78,0.257,34.64,19.6,49.7,Watch
64.13,70.48,35.79,0.291,37.27,20.7,40.0,Watch
25.04,87.1,30.25,0.074,13.45,23.3,24.5,Safe
85.75,79.05,50.56,0.223,38.08,20.9,71.1,Warning
64.06,84.3,49.01,0.26,41.13,20.2,73.7,Warning
66.24,100.0,39.12,0.048,29.84,20.3,58.1,Watch
75.47,91.51,39.8,0.094,34.42,23.4,59.8,Watch
61.71,81.23,41.53,0.252,26.13,17.9,50.3,Watch
75.28,90.53,40.52,0.905,34.54,18.7,61.3,Warning
94.06,70.47,47.14,0.163,49.23,19.2,64.3,Warning
78.1,85.02,40.75,0.59,16.62,18.7,49.7,Watch
66.93,85.16,34.15,0.567,28.5,19.5,44.1,Watch
67.53,86.23,32.57,1.437,37.58,24.7,54.4,Watch
74.01,78.95,50.2,0.752,40.83,25.1,73.2,Warning
53.36,84.29,31.06,1.991,22.32,22.8,38.3,Watch
74.16,87.14,49.75,0.791,27.53,22.6,74.9,Warning
83.69,68.06,45.19,0.021,27.94,20.0,47.5,Watch
71.75,80.1,38.9,0.384,27.43,15.8,48.4,Watch
61.52,76.58,34.12,0.961,31.19,22.4,44.7,Watch
64.26,85.97,36.83,0.516,22.0,22.9,47.5,Watch
83.04,90.27,41.66,0.435,30.22,20.0,59.9,Watch
48.0,78.33,44.45,0.891,25.45,18.8,56.5,Watch
53.67,75.47,45.21,0.269,31.52,18.2,49.9,Watch
37.86,82.7,39.84,1.917,27.06,22.5,53.6,Watch
70.68,75.08,38.23,0.426,30.82,22.2,45.3,Watch
87.24,80.64,46.9,0.798,24.74,25.6,60.6,Warning
96.63,80.01,50.36,3.229,38.67,19.6,89.1,Critical
100.97,85.48,50.12,1.231,29.72,21.1,82.3,Critical
56.19,83.89,42.14,0.607,32.1,22.1,57.6,Watch
75.0,82.97,31.74,1.569,30.98,20.4,45.6,Watch
61.95,91.82,31.61,0.658,32.05,24.5,41.9,Watch
102.95,83.62,38.86,0.466,32.02,25.7,58.5,Watch
96.07,79.49,46.12,1.654,37.64,18.7,75.5,Warning
73.36,80.23,40.94,0.022,30.0,20.6,53.7,Watch
57.61,77.41,43.8,0.419,26.96,26.0,54.3,Watch
1.04,75.89,48.55,0.336,32.29,23.0,48.0,Watch
41.33,73.66,30.89,1.002,27.71,22.4,31.4,Safe
32.95,88.81,50.32,0.01,31.48,23.0,67.4,Warning
41.08,77.69,37.28,0.865,24.64,24.0,45.6,Watch
107.58,83.9,31.03,0.34,39.35,23.2,42.7,Watch
44.1,80.2,48.38,0.082,26.54,22.6,56.5,Watch
48.78,81.82,50.55,3.143,40.4,22.0,85.0,Critical
51.59,88.92,46.91,0.191,31.57,26.0,65.7,Warning
121.97,83.06,47.7,0.344,37.99,21.2,76.9,Warning
68.75,76.46,49.17,0.186,26.63,22.0,60.2,Warning
89.88,78.62,41.49,0.868,18.23,26.7,53.8,Watch
73.51,87.16,44.97,1.221,20.46,23.0,65.0,Warning
30.31,84.9,36.3,1.577,49.52,21.8,49.7,Watch
100.65,87.53,35.49,0.298,27.81,23.9,50.9,Watch
78.02,80.57,43.4,0.595,39.67,22.7,57.8,Watch
67.57,73.62,46.16,0.871,22.92,19.8,49.5,Watch
105.2,85.04,38.74,0.794,33.25,22.7,59.8,Watch
63.07,83.52,38.81,1.007,34.44,19.6,51.4,Watch
67.11,83.67,50.99,1.175,51.85,27.5,82.4,Critical
63.1,73.71,41.41,0.082,29.77,22.7,42.5,Watch
91.53,78.16,51.7,0.147,27.02,19.2,77.3,Warning
86.28,76.37,48.98,1.06,34.46,20.8,68.8,Warning
75.57,84.4,44.07,0.518,25.53,24.3,60.8,Warning
48.96,84.6,30.2,0.446,34.87,18.7,33.3,Safe
62.6,81.74,36.51,0.486,31.63,30.2,47.1,Watch
48.96,87.81,39.19,0.372,26.72,17.6,46.8,Watch
93.21,90.94,44.36,0.715,35.46,24.8,71.1,Warning
38.51,84.12,38.7,0.312,32.76,20.5,49.8,Watch
101.89,86.03,48.21,0.81,37.32,19.6,82.3,Critical
95.75,78.75,44.58,0.181,43.57,23.6,64.4,Warning
51.63,77.65,37.64,1.134,28.49,20.6,45.7,Watch
61.67,88.06,47.26,1.217,29.12,26.8,71.5,Warning
55.75,76.75,36.67,0.691,22.58,17.8,41.8,Watch
78.6,86.18,31.38,0.369,35.65,23.7,39.9,Watch
98.25,92.32,33.8,0.012,27.49,21.2,48.3,Watch
93.71,85.92,30.06,0.104,34.42,22.9,43.3,Watch
61.34,81.51,48.31,0.066,40.16,23.5,68.6,Warning
95.1,73.96,43.8,0.01,27.21,16.8,54.1,Watch
93.44,82.98,42.55,1.025,28.68,22.7,63.1,Warning
66.22,88.05,44.57,2.5,39.1,25.3,73.2,Warning
69.81,80.93,44.38,0.01,36.95,23.4,53.8,Watch
100.83,88.13,42.44,0.096,36.21,20.9,59.2,Watch
91.17,84.19,48.53,1.577,29.26,17.8,77.4,Warning
94.5,83.75,39.7,0.933,21.95,23.5,57.8,Watch
121.71,80.1,47.71,0.415,27.02,27.6,75.2,Warning
80.95,73.26,47.31,3.947,24.93,24.0,70.7,Warning
76.51,79.45,34.39,0.682,36.07,25.5,43.5,Watch
97.16,79.4,39.98,0.886,33.99,24.8,60.1,Warning
109.76,85.45,48.37,0.847,27.81,20.8,74.9,Warning
57.77,81.91,48.28,0.202,29.0,22.3,59.6,Watch
65.96,88.5,30.53,0.536,35.33,24.6,41.7,Watch
49.63,83.69,34.91,0.195,29.76,17.3,37.4,Watch
76.85,78.97,39.33,0.57,27.93,24.0,48.7,Watch
87.79,77.11,31.04,0.025,45.85,25.8,36.6,Watch
51.02,78.38,35.73,0.385,28.15,21.8,40.7,Watch
92.68,82.96,35.68,0.372,36.68,24.4,51.1,Watch
60.93,79.76,34.72,0.276,34.75,20.3,43.1,Watch
59.3,75.54,38.73,0.066,21.34,22.1,40.0,Watch
92.6,88.04,47.89,1.179,27.25,21.2,76.1,Warning
57.5,82.91,35.37,0.436,37.73,23.4,46.7,Watch
41.93,83.65,42.81,1.345,31.08,21.7,56.1,Watch
84.87,77.06,42.27,1.445,21.75,17.0,56.0,Watch
67.37,75.75,47.99,0.192,34.76,19.8,60.4,Warning
93.96,81.03,38.67,0.438,27.92,27.8,50.9,Watch
86.66,69.83,34.92,1.021,35.05,23.7,42.0,Watch
35.03,86.68,49.61,0.554,50.81,15.7,72.2,Warning
96.31,77.78,48.32,1.545,34.68,25.6,75.9,Warning
107.99,80.39,43.67,0.678,36.29,18.5,65.2,Warning
90.67,84.56,32.05,0.794,30.22,24.7,42.2,Watch
91.48,80.65,30.35,1.237,24.16,25.9,43.1,Watch
65.05,74.99,34.02,0.104,39.17,22.3,36.3,Watch
60.47,91.03,34.33,0.702,27.76,19.0,44.8,Watch
74.25,72.8,33.0,0.071,30.4,19.9,32.7,Safe
88.4,68.58,35.77,0.241,44.55,23.9,44.9,Watch
87.89,87.25,37.43,0.191,29.64,18.6,51.1,Watch
61.24,73.24,46.6,0.67,40.51,20.3,55.8,Watch
59.22,89.52,45.61,1.486,34.71,23.5,74.4,Warning
40.2,84.26,32.3,0.114,28.13,20.0,37.6,Watch
82.94,83.7,51.5,1.17,34.39,26.3,79.7,Warning
62.2,78.59,46.55,0.124,26.99,18.9,60.0,Warning
63.98,77.05,33.6,0.168,38.33,12.1,37.0,Watch
104.56,79.74,32.74,1.991,40.73,19.7,51.7,Watch
81.97,76.74,31.93,0.01,32.34,22.9,40.2,Watch
76.46,89.25,46.1,0.176,41.4,24.6,68.2,Warning
86.6,77.54,35.2,0.194,33.12,20.8,42.8,Watch
98.41,85.04,31.61,0.265,38.4,21.2,42.8,Watch
37.65,88.03,39.28,0.361,52.66,21.9,59.3,Watch
58.69,76.71,45.59,0.087,49.33,27.2,58.5,Watch
65.36,84.26,36.7,0.506,30.72,23.1,45.9,Watch
50.43,76.64,40.62,0.408,34.05,20.5,47.5,Watch
64.7,80.96,34.24,0.785,24.62,28.2,47.3,Watch
38.98,79.25,39.44,1.617,37.59,22.0,52.4,Watch
88.44,77.83,37.9,0.283,34.72,15.8,48.1,Watch
59.65,82.95,39.55,0.633,26.58,17.8,51.7,Watch
74.02,74.72,40.25,0.371,40.31,23.7,50.6,Watch
71.03,87.58,32.03,0.033,30.14,16.7,35.2,Watch
81.15,75.51,32.05,1.377,28.35,23.5,40.7,Watch
20.78,74.4,35.73,0.805,34.8,19.7,34.9,Safe
79.01,80.49,32.55,0.01,28.74,25.5,35.1,Watch
64.5,79.76,35.56,0.23,31.78,22.5,42.1,Watch
78.14,84.13,30.54,0.296,44.22,17.1,43.8,Watch
46.41,82.51,37.72,1.335,27.7,24.7,50.2,Watch
78.27,72.24,34.7,1.144,36.73,26.1,43.2,Watch
95.97,87.92,49.63,0.404,27.92,18.2,78.6,Warning
73.8,80.34,48.88,0.137,25.19,19.6,64.8,Warning
55.66,83.45,36.61,0.39,31.43,23.5,44.3,Watch
56.53,95.21,40.46,1.329,50.79,24.0,69.9,Warning
81.52,89.72,51.03,0.482,37.47,29.1,84.4,Critical
81.39,83.26,41.53,0.099,35.23,24.7,56.4,Watch
77.13,73.76,48.67,0.031,28.33,29.2,55.1,Watch
69.25,73.86,48.18,0.324,29.31,22.1,53.4,Watch
74.06,88.97,50.71,0.128,21.62,23.2,71.5,Warning
68.7,79.59,36.73,1.093,44.57,20.3,52.4,Watch
62.38,80.99,30.96,0.261,33.88,20.4,38.5,Watch
85.15,75.13,32.29,1.679,33.27,22.4,44.6,Watch
76.2,84.68,42.57,0.769,33.43,20.3,60.5,Warning
95.81,88.85,41.67,0.4,46.63,14.3,63.6,Warning
92.34,91.14,36.57,0.753,34.1,20.0,56.7,Watch
75.55,79.31,35.47,0.28,30.65,25.2,47.5,Watch
81.91,85.87,45.61,0.122,44.59,22.2,63.1,Warning
50.86,81.43,37.49,2.663,31.09,22.2,54.5,Watch
68.45,87.28,43.29,0.663,20.16,19.7,57.4,Watch
76.85,81.98,45.67,0.01,21.31,23.0,52.8,Watch
38.35,77.06,39.47,0.297,30.66,27.0,43.2,Watch
78.59,89.92,34.25,0.139,34.04,26.2,45.3,Watch
50.82,82.59,48.94,0.239,37.75,23.1,64.6,Warning
53.01,79.89,32.06,0.046,25.57,19.4,30.9,Safe
59.41,83.07,48.25,0.225,30.42,27.3,63.7,Warning
69.39,77.58,48.41,0.919,26.33,25.2,61.9,Warning
43.44,84.49,42.56,1.375,39.8,17.6,58.5,Watch
87.13,80.82,43.85,0.341,40.98,16.7,63.2,Warning
73.55,77.23,37.88,0.591,45.71,17.7,54.2,Watch
108.5,96.26,48.51,0.034,34.46,20.5,83.1,Critical
76.0,75.96,35.8,0.076,45.06,24.7,46.7,Watch
81.42,84.12,42.32,0.642,27.15,24.6,64.0,Warning
52.92,82.34,30.04,1.469,33.51,23.0,41.1,Watch
46.36,75.85,50.68,0.074,24.57,21.6,55.5,Watch
82.38,79.98,50.86,0.434,36.01,29.1,77.0,Warning
48.13,73.94,45.63,2.817,33.99,22.1,57.0,Watch
82.84,94.4,39.31,1.074,14.82,21.7,57.5,Watch
104.13,80.39,33.93,0.176,39.77,20.5,45.7,Watch
88.92,80.9,40.83,0.269,37.99,28.6,58.9,Watch
81.41,93.67,47.41,2.364,28.11,24.2,85.7,Critical
75.39,77.06,43.32,0.2,33.97,18.9,58.5,Watch
62.32,89.77,41.6,0.465,21.54,18.5,55.5,Watch
67.71,85.56,48.69,0.352,26.61,17.0,64.6,Warning
58.69,70.13,36.89,0.539,43.68,21.7,41.1,Watch
43.69,79.77,48.92,0.216,23.92,17.5,56.2,Watch
70.71,84.62,39.67,0.883,32.07,18.5,58.8,Watch
92.16,82.21,30.05,0.214,22.23,25.2,33.1,Safe
44.22,82.23,46.1,0.737,34.37,24.7,62.2,Warning
97.97,78.36,49.31,0.354,35.94,26.5,74.8,Warning
94.34,77.72,40.66,0.232,37.07,17.6,58.1,Watch
77.94,80.15,40.0,0.95,35.28,19.0,56.9,Watch
78.1,93.77,47.72,2.687,41.99,20.1,89.4,Critical
66.28,76.55,49.47,1.628,28.12,26.9,75.2,Warning
70.84,79.11,51.44,0.073,24.59,22.2,64.4,Warning
60.73,82.17,37.6,0.485,27.89,27.5,48.3,Watch
70.63,73.22,43.08,0.949,22.58,23.9,48.1,Watch
72.8,84.59,48.1,0.662,32.55,21.7,70.9,Warning
107.62,74.27,41.7,1.037,31.02,23.7,56.3,Watch
81.31,75.48,40.16,2.955,35.34,16.8,62.2,Warning
65.81,75.19,42.58,0.335,20.69,15.8,45.7,Watch
68.02,72.16,37.85,1.179,31.91,22.8,40.6,Watch
55.73,89.61,34.23,0.079,40.5,22.0,43.1,Watch
59.03,85.13,31.47,1.631,36.01,27.8,45.9,Watch
88.21,87.53,43.42,1.206,18.73,17.9,62.7,Warning
60.12,86.99,38.34,0.589,31.92,23.1,47.7,Watch
57.65,80.99,49.42,1.376,26.87,24.1,70.9,Warning
58.15,81.82,34.91,0.879,32.09,23.0,40.8,Watch
55.42,88.08,36.84,0.643,29.34,25.3,49.4,Watch
92.54,91.83,51.35,2.335,44.18,20.1,97.0,Critical
72.85,74.45,42.24,0.112,32.6,24.5,49.7,Watch
64.35,97.12,37.63,3.966,34.22,23.7,72.6,Warning
70.59,74.11,48.94,0.134,31.69,25.5,51.7,Watch
74.35,79.23,46.35,0.523,35.32,20.5,64.2,Warning
55.05,82.44,42.61,0.211,30.48,18.4,51.1,Watch
42.21,83.0,49.56,0.254,37.41,20.1,67.2,Warning
96.77,93.78,32.07,0.799,29.26,18.8,49.4,Watch
89.76,88.07,38.68,0.028,41.64,20.3,54.7,Watch
77.56,84.48,47.83,2.261,35.48,21.0,77.2,Warning
88.38,88.21,38.49,0.262,30.93,19.3,51.6,Watch
108.29,84.07,50.39,0.255,37.89,22.0,79.7,Warning
59.29,77.95,33.36,1.594,35.45,18.5,48.5,Watch
47.6,84.91,37.41,1.158,37.79,21.8,50.9,Watch
83.23,82.41,39.37,0.891,32.6,20.5,58.6,Watch
40.66,76.94,45.11,0.127,30.31,21.6,47.6,Watch
70.76,89.58,34.3,1.174,32.95,23.2,45.5,Watch
64.03,81.67,30.22,0.358,28.5,20.7,32.6,Safe
83.48,75.28,51.48,4.078,38.86,19.7,93.7,Critical
60.35,76.22,49.77,0.89,42.28,20.0,69.2,Warning
94.0,85.21,36.6,1.446,36.05,25.1,60.2,Warning
55.06,88.3,40.64,1.059,41.93,25.8,63.4,Warning
84.12,84.89,40.76,0.722,39.89,20.5,58.8,Watch
56.67,84.92,49.12,1.008,30.12,21.5,71.8,Warning
80.97,77.14,43.14,0.728,37.85,16.9,63.9,Warning
49.71,82.56,48.18,0.042,23.02,21.5,60.8,Warning
69.52,80.02,50.06,0.339,33.3,17.6,64.9,Warning
96.44,80.83,42.45,0.304,23.72,20.5,52.9,Watch
72.3,81.33,36.28,1.001,31.23,25.2,47.9,Watch
93.66,78.04,40.97,0.687,21.92,17.5,53.5,Watch
69.47,86.51,48.72,0.754,39.66,19.3,76.8,Warning
59.9,75.95,42.84,1.502,29.24,19.3,54.3,Watch
73.44,74.21,49.71,0.596,38.34,17.0,63.3,Warning
82.37,77.29,49.7,0.197,31.47,24.6,65.1,Warning
31.89,87.3,38.21,0.01,19.09,22.8,41.9,Watch
80.45,84.03,39.86,0.139,28.61,27.4,51.3,Watch
51.2,71.3,44.91,0.025,28.29,19.0,45.3,Watch
46.23,85.58,32.44,0.216,31.9,16.7,36.6,Watch
80.77,81.71,40.24,0.806,42.56,24.8,53.8,Watch
96.77,79.5,33.29,0.131,43.72,20.9,46.2,Watch
74.33,80.55,48.66,0.068,30.38,20.6,68.2,Warning
42.89,74.0,50.74,2.828,23.18,26.4,58.9,Watch
56.59,83.04,33.11,4.622,26.79,22.5,60.3,Warning
61.63,74.39,44.68,0.811,35.36,24.7,50.7,Watch
73.92,79.9,44.0,0.092,31.24,20.1,53.7,Watch
68.56,79.91,46.72,1.379,20.97,19.8,62.0,Warning
79.9,86.62,45.31,0.62,28.47,20.9,65.4,Warning
90.0,82.24,34.78,0.161,41.18,24.0,44.0,Watch
76.89,86.24,36.41,0.686,34.05,22.2,54.5,Watch
87.96,74.83,33.64,0.032,32.33,23.4,32.1,Safe
64.61,81.35,50.27,2.874,29.28,14.2,76.5,Warning
135.92,85.18,41.48,1.399,28.78,16.4,69.6,Warning
81.06,89.45,51.48,0.242,35.81,15.5,83.7,Critical
83.68,75.16,39.89,0.434,32.99,20.9,47.8,Watch
105.15,76.95,42.16,0.402,37.4,17.8,63.0,Warning
71.76,85.03,47.36,1.581,35.83,27.1,75.1,Warning
57.09,91.67,47.54,0.35,32.14,21.9,65.3,Warning
96.13,83.72,35.09,0.039,34.69,22.7,46.3,Watch
97.3,75.34,36.34,0.193,27.85,18.7,44.8,Watch
73.07,75.46,32.15,0.194,31.66,18.6,38.0,Watch
105.19,82.81,47.72,2.385,41.39,26.7,85.5,Critical
68.33,84.15,47.46,2.062,32.07,27.3,76.2,Warning
88.65,80.67,31.79,0.286,30.48,23.2,40.0,Watch
100.31,75.53,35.66,0.01,33.47,15.9,46.2,Watch
71.97,88.61,39.9,0.582,23.84,20.7,52.1,Watch
79.14,79.91,41.92,1.277,33.55,22.9,60.3,Warning
90.52,85.16,41.5,0.25,43.87,21.3,62.6,Warning
62.68,71.36,51.63,0.462,26.34,15.6,57.4,Watch
53.72,89.21,46.81,0.152,33.87,27.5,64.4,Warning
96.66,77.89,32.49,0.317,31.84,19.5,46.7,Watch
76.14,90.07,36.46,1.138,31.66,18.0,55.9,Watch
59.89,85.68,37.6,0.447,31.53,21.9,50.4,Watch
71.88,73.43,36.93,0.474,37.0,25.6,42.0,Watch
80.17,83.47,47.29,1.247,24.31,23.5,70.8,Warning
38.61,91.94,37.93,1.152,36.82,18.1,54.2,Watch
84.32,78.41,40.83,0.166,32.48,17.6,57.9,Watch
78.17,91.95,41.74,0.429,19.66,15.4,58.1,Watch
103.1,84.31,35.95,1.512,34.66,21.1,59.8,Watch
65.62,90.04,37.1,0.488,32.8,20.6,56.2,Watch
97.54,82.96,47.16,0.867,25.9,23.5,72.7,Warning
69.11,81.26,49.07,0.292,33.12,19.9,66.7,Warning
72.78,93.02,30.82,0.049,22.79,24.9,36.2,Watch
75.62,86.33,43.31,0.144,27.21,24.0,57.3,Watch
111.87,80.59,43.94,0.411,32.26,19.8,66.8,Warning
45.21,84.54,46.22,0.349,20.2,23.2,60.4,Warning
79.9,78.61,45.26,1.808,23.94,26.0,67.2,Warning
70.84,82.65,49.3,0.631,24.99,19.1,66.9,Warning
69.43,89.17,31.73,0.789,32.55,21.4,42.8,Watch
81.66,81.03,38.54,0.934,35.09,21.3,54.4,Watch
